id;annotator;tablename;position;question;answer
ds0001;Zaki;ipm_provinsi_indonesia;1;from 2010 what is the IPM of DI YOGYAKARTA?;['75.37', '75.93', '76.15', '76.44', '76.81', '77.59', '78.38', '78.89', '79.53', '79.99', '79.97', '80.22', '80.64']
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM in 2018?;['79.53']
ds0001;Zaki;ipm_provinsi_indonesia;1;the IPM in 2017?;['78.89']
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM in 2015?;['77.59']
ds0001;Zaki;ipm_provinsi_indonesia;1;the IPM in 2013?;['76.44']
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM in 2012?;['76.15']
ds0001;Zaki;ipm_provinsi_indonesia;1;the IPM in 2010?;['75.37']
ds0001;Zaki;ipm_provinsi_indonesia;1;from 2010 what is the IPM of JAWA TIMUR?;['65.36', '66.06', '66.74', '67.55', '68.14', '68.95', '69.74', '70.27', '70.77', '71.5', '71.71', '72.14', '72.75']
ds0001;Zaki;ipm_provinsi_indonesia;1;the highest IPM in JAWA TIMUR?;['72.75']
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM in 2021?;['72.14']
ds0001;Zaki;ipm_provinsi_indonesia;1;the lowest IPM in JAWA TIMUR?;['65.36']
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM of JAWA TIMUR in 2019?;['71.5']
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM in 2018?;['70.77']
ds0001;Zaki;ipm_provinsi_indonesia;1;the IPM in 2015?;['68.95']
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM of JAWA TIMUR in 2014?;['68.14']
ds0001;Zaki;ipm_provinsi_indonesia;1;the IPM in 2012?;['66.74']
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM of JAWA TIMUR in 2011?;['66.06']
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM of BANTEN since 2010?;['67.54', '68.22', '68.92', '69.47', '69.89', '70.27', '70.96', '71.42', '71.95', '72.44', '72.45', '72.72', '73.32']
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM in 2022?;['73.32']
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM of BANTEN in 2020?;['72.45']
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM of BANTEN in 2019?;['72.44']
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM in 2016?;['70.96']
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM of BANTEN in 2015?;['70.27']
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM of BANTEN in 2014?;['69.89']
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM in 2012?;['68.92']
ds0001;Zaki;ipm_provinsi_indonesia;1;the lowest IPM in BANTEN?;['67.54']
ds0001;Zaki;ipm_provinsi_indonesia;1;from 2010 what is the IPM of NUSA TENGGARA BARAT?;['61.16', '62.14', '62.98', '63.76', '64.31', '65.19', '65.81', '66.58', '67.3', '68.14', '68.25', '68.65', '69.46']
ds0001;Zaki;ipm_provinsi_indonesia;1;the highest IPM in NUSA TENGGARA BARAT?;['69.46']
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM in 2021?;['68.65']
ds0001;Zaki;ipm_provinsi_indonesia;1;the IPM in 2020?;['68.25']
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM in 2017?;['66.58']
ds0001;Zaki;ipm_provinsi_indonesia;1;the IPM in 2015?;['65.19']
ds0001;Zaki;ipm_provinsi_indonesia;1;the lowest IPM in NUSA TENGGARA BARAT?;['61.16']
ds0001;Zaki;ipm_provinsi_indonesia;1;the IPM in 2011?;['62.14']
ds0001;Zaki;ipm_provinsi_indonesia;1;from 2010 what is the IPM of KALIMANTAN BARAT?;['61.97', '62.35', '63.41', '64.3', '64.89', '65.59', '65.88', '66.26', '66.98', '67.65', '67.66', '67.9', '68.63']
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM in 2021?;['67.9']
ds0001;Zaki;ipm_provinsi_indonesia;1;the IPM in 2020?;['67.66']
ds0001;Zaki;ipm_provinsi_indonesia;1;the IPM in 2019?;['67.65']
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM of KALIMANTAN BARAT in 2018?;['66.98']
ds0001;Zaki;ipm_provinsi_indonesia;1;the highest IPM in KALIMANTAN BARAT?;['68.63']
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM in 2014?;['64.89']
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM in 2013?;['64.3']
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM of KALIMANTAN TENGAH since 2010?;['65.96', '66.38', '66.66', '67.41', '67.77', '68.53', '69.13', '69.79', '70.42', '70.91', '71.05', '71.25', '71.63']
ds0001;Zaki;ipm_provinsi_indonesia;1;the IPM in 2022?;['71.63']
ds0001;Zaki;ipm_provinsi_indonesia;1;the IPM in 2021?;['71.25']
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM in 2020?;['71.05']
ds0001;Zaki;ipm_provinsi_indonesia;1;the IPM in 2014?;['67.77']
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM of KALIMANTAN TIMUR?;['71.31', '72.02', '72.62', '73.21', '73.82', '74.17', '74.59', '75.12', '75.83', '76.61', '76.24', '76.88', '77.44']
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM of KALIMANTAN TIMUR in 2021?;['76.88']
ds0001;Zaki;ipm_provinsi_indonesia;1;the lowest IPM in KALIMANTAN TIMUR?;['71.31']
ds0001;Zaki;ipm_provinsi_indonesia;1;the highest IPM in KALIMANTAN TIMUR?;['77.44']
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM of KALIMANTAN TIMUR in 2017?;['75.12']
ds0001;Zaki;ipm_provinsi_indonesia;1;the IPM in 2016?;['74.59']
ds0001;Zaki;ipm_provinsi_indonesia;1;the highest IPM in KALIMANTAN TIMUR?;['77.44']
ds0001;Zaki;ipm_provinsi_indonesia;1;the IPM in 2014?;['73.82']
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM of KALIMANTAN TIMUR in 2013?;['73.21']
ds0001;Zaki;ipm_provinsi_indonesia;1;the IPM in 2012?;['72.62']
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM of KALIMANTAN TIMUR in 2011?;['72.02']
ds0001;Zaki;ipm_provinsi_indonesia;1;from 2010 what is the IPM of SULAWESI UTARA?;['67.83', '68.31', '69.04', '69.49', '69.96', '70.39', '71.05', '71.66', '72.2', '72.99', '72.93', '73.3', '73.81']
ds0001;Zaki;ipm_provinsi_indonesia;1;the highest IPM in SULAWESI UTARA?;['73.81']
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM of SULAWESI UTARA in 2020?;['72.93']
ds0001;Zaki;ipm_provinsi_indonesia;1;the highest IPM in SULAWESI UTARA?;['73.81']
ds0001;Zaki;ipm_provinsi_indonesia;1;the IPM in 2017?;['71.66']
ds0001;Zaki;ipm_provinsi_indonesia;1;from 2010 what is the IPM of SULAWESI BARAT?;['59.74', '60.63', '61.01', '61.53', '62.24', '62.96', '63.6', '64.3', '65.1', '65.73', '66.11', '66.36', '66.92']
ds0001;Zaki;ipm_provinsi_indonesia;1;the IPM in 2022?;['66.92']
ds0001;Zaki;ipm_provinsi_indonesia;1;the IPM in 2021?;['66.36']
ds0001;Zaki;ipm_provinsi_indonesia;1;the highest IPM in SULAWESI BARAT?;['66.92']
ds0001;Zaki;ipm_provinsi_indonesia;1;the lowest IPM in SULAWESI BARAT?;['59.74']
ds0001;Zaki;ipm_provinsi_indonesia;1;the highest IPM in SULAWESI BARAT?;['66.92']
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM in 2015?;['62.96']
ds0001;Zaki;ipm_provinsi_indonesia;1;the highest IPM in SULAWESI BARAT?;['66.92']
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM of SULAWESI BARAT in 2012?;['61.01']
ds0001;Zaki;ipm_provinsi_indonesia;1;the IPM in 2010?;['59.74']
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM of MALUKU?;['64.27', '64.75', '65.43', '66.09', '66.74', '67.05', '67.6', '68.19', '68.87', '69.45', '69.49', '69.71', '70.22']
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM in 2022?;['70.22']
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM in 2021?;['69.71']
ds0001;Zaki;ipm_provinsi_indonesia;1;the IPM in 2020?;['69.49']
ds0001;Zaki;ipm_provinsi_indonesia;1;the IPM in 2017?;['68.19']
ds0001;Zaki;ipm_provinsi_indonesia;1;the IPM in 2015?;['67.05']
ds0001;Zaki;ipm_provinsi_indonesia;1;the IPM in 2014?;['66.74']
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM in 2011?;['64.75']
ds0001;Zaki;ipm_provinsi_indonesia;1;from 2010 what is the IPM of PAPUA BARAT?;['59.6', '59.9', '60.3', '60.91', '61.28', '61.73', '62.21', '62.99', '63.74', '64.7', '65.09', '65.26', '65.89']
ds0001;Zaki;ipm_provinsi_indonesia;1;the IPM in 2022?;['65.89']
ds0001;Zaki;ipm_provinsi_indonesia;1;the IPM in 2021?;['65.26']
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM in 2019?;['64.7']
ds0001;Zaki;ipm_provinsi_indonesia;1;the lowest IPM in PAPUA BARAT?;['59.6']
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM in 2016?;['62.21']
ds0001;Zaki;ipm_provinsi_indonesia;1;the IPM in 2015?;['61.73']
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM in 2014?;['61.28']
ds0001;Zaki;ipm_provinsi_indonesia;1;the IPM in 2013?;['60.91']
ds0001;Zaki;ipm_provinsi_indonesia;1;the IPM in 2011?;['59.9']
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM of INDONESIA?;['66.53', '67.09', '67.7', '68.31', '68.9', '69.55', '70.18', '70.81', '71.39', '71.92', '71.94', '72.29', '72.91']
ds0001;Zaki;ipm_provinsi_indonesia;1;the IPM in 2020?;['71.94']
ds0001;Zaki;ipm_provinsi_indonesia;1;the highest IPM in INDONESIA?;['72.91']
ds0001;Zaki;ipm_provinsi_indonesia;1;the IPM in 2017?;['70.81']
ds0001;Zaki;ipm_provinsi_indonesia;1;the highest IPM in INDONESIA?;['72.91']
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM in 2011?;['67.09']
ds0001;Zaki;ipm_provinsi_indonesia;1;the lowest IPM in INDONESIA?;['66.53']
