id;annotator;tablename;position;question;answer
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation rate of KOTA SERANG since 2020?;['1.91', '2.23', '7.22']
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation rate in 2021?;['2.23']
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation rate of SINGARAJA?;['2.48', '2.39', '4.63']
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation rate in 2022?;['4.63']
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation rate of KOTA DENPASAR since 2020?;['0.55', '2.01', '6.44']
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation of KOTA DENPASAR in 2020?;['0.55']
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation rate of KOTA MATARAM?;['0.58', '2.28', '6.18']
ds0002;Zaki;inflasi_kota_indonesia;1;the inflation rate in 2022?;['6.18']
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation of KOTA MATARAM in 2021?;['2.28']
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation rate in 2020?;['0.58']
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation rate of KOTA BIMA since 2020?;['0.64', '1.57', '6.39']
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation rate in 2021?;['1.57']
ds0002;Zaki;inflasi_kota_indonesia;1;from 2020 what is the inflation number of WAINGAPU?;['1.51', '1.28', '3.54']
ds0002;Zaki;inflasi_kota_indonesia;1;the inflation rate in 2021?;['1.28']
ds0002;Zaki;inflasi_kota_indonesia;1;from 2020 what is the inflation number of MAUMERE?;['2.24', '0.55', '6.25']
ds0002;Zaki;inflasi_kota_indonesia;1;the inflation rate in 2022?;['6.25']
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation of MAUMERE in 2021?;['0.55']
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation rate of SINTANG since 2020?;['4.68', '1.88', '6.5']
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation of SINTANG in 2022?;['6.5']
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation rate of KOTA PONTIANAK since 2020?;['2.11', '1.16', '6.35']
ds0002;Zaki;inflasi_kota_indonesia;1;the inflation rate in 2022?;['6.35']
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation rate in 2021?;['1.16']
ds0002;Zaki;inflasi_kota_indonesia;1;since 2020 what is the inflation rate of KOTA SINGKAWANG?;['2.72', '2.55', '5.96']
ds0002;Zaki;inflasi_kota_indonesia;1;the inflation rate in 2021?;['2.55']
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation rate of SAMPIT since 2020?;['1.62', '4.62', '5.99']
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation rate of KOTA PALANGKA RAYA?;['0.71', '2.58', '6.51']
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation rate in 2022?;['6.51']
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation of KOTA PALANGKA RAYA in 2021?;['2.58']
ds0002;Zaki;inflasi_kota_indonesia;1;the inflation rate in 2020?;['0.71']
ds0002;Zaki;inflasi_kota_indonesia;1;from 2020 what is the inflation number of KOTA BARU?;['1.44', '2.68', '8.65']
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation rate in 2022?;['8.65']
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation of KOTA BARU in 2021?;['2.68']
ds0002;Zaki;inflasi_kota_indonesia;1;the inflation rate in 2020?;['1.44']
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation rate of TANJUNG since 2020?;['2.05', '2.43', '5.01']
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation rate in 2022?;['5.01']
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation rate in 2020?;['2.05']
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation rate of KOTA BANJARMASIN?;['1.67', '2.54', '6.98']
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation rate of KOTA BALIKPAPAN?;['0.65', '2.28', '5.51']
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation rate in 2021?;['2.28']
ds0002;Zaki;inflasi_kota_indonesia;1;the inflation rate in 2020?;['0.65']
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation rate of KOTA SAMARINDA since 2020?;['0.86', '2.05', '5.22']
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation of KOTA SAMARINDA in 2021?;['2.05']
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation rate of KOTA TARAKAN since 2020?;['1.15', '2.83', '3.93']
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation of KOTA TARAKAN in 2020?;['1.15']
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation rate of KOTA MANADO since 2020?;['-0.18', '2.65', '4.0']
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation rate in 2021?;['2.65']
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation of KOTA MANADO in 2020?;['-0.18']
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation rate of KOTA KOTAMOBAGU since 2020?;['3.67', '2.51', '6.03']
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation of KOTA KOTAMOBAGU in 2022?;['6.03']
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation rate in 2020?;['3.67']
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation rate of LUWUK since 2020?;['0.83', '2.48', '6.62']
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation of LUWUK in 2022?;['6.62']
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation of LUWUK in 2021?;['2.48']
ds0002;Zaki;inflasi_kota_indonesia;1;from 2020 what is the inflation number of KOTA PALU?;['1.81', '2.14', '5.81']
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation rate in 2022?;['5.81']
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation of KOTA PALU in 2020?;['1.81']
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation rate of BULUKUMBA since 2020?;['2.3', '2.16', '4.12']
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation rate in 2021?;['2.16']
ds0002;Zaki;inflasi_kota_indonesia;1;from 2020 what is the inflation number of WATAMPONE?;['1.89', '2.26', '5.52']
ds0002;Zaki;inflasi_kota_indonesia;1;from 2020 what is the inflation number of KOTA MAKASSAR?;['2.13', '2.26', '5.81']
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation of KOTA MAKASSAR in 2020?;['2.13']
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation rate of KOTA PARE-PARE since 2020?;['1.61', '4.09', '6.66']
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation of KOTA PARE-PARE in 2022?;['6.66']
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation rate in 2021?;['4.09']
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation rate of KOTA PALOPO?;['1.21', '2.96', '5.13']
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation of KOTA PALOPO in 2021?;['2.96']
ds0002;Zaki;inflasi_kota_indonesia;1;the inflation rate in 2020?;['1.21']
ds0002;Zaki;inflasi_kota_indonesia;1;since 2020 what is the inflation rate of KOTA KENDARI?;['1.37', '3.05', '7.11']
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation rate in 2021?;['3.05']
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation rate of KOTA BUA-BAU since 2020?;['1.25', '1.05', '8.35']
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation of KOTA BUA-BAU in 2021?;['1.05']
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation of KOTA BUA-BAU in 2020?;['1.25']
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation rate of KOTA GORONTALO since 2020?;['0.81', '2.59', '5.15']
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation rate of MAMUJU since 2020?;['1.78', '4.39', '4.85']
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation rate in 2022?;['4.85']
ds0002;Zaki;inflasi_kota_indonesia;1;from 2020 what is the inflation number of KOTA AMBON?;['0.09', '4.05', '6.39']
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation rate in 2021?;['4.05']
ds0002;Zaki;inflasi_kota_indonesia;1;the inflation rate in 2020?;['0.09']
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation rate of KOTA TUAL?;['2.06', '3.45', '4.52']
ds0002;Zaki;inflasi_kota_indonesia;1;the inflation rate in 2022?;['4.52']
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation rate in 2021?;['3.45']
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation rate of KOTA TERNATE since 2020?;['2.13', '2.38', '3.37']
ds0002;Zaki;inflasi_kota_indonesia;1;the inflation rate in 2022?;['3.37']
ds0002;Zaki;inflasi_kota_indonesia;1;since 2020 what is the inflation rate of MANOKWARI?;['-0.89', '3.39', '6.06']
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation rate in 2022?;['6.06']
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation of MANOKWARI in 2020?;['-0.89']
ds0002;Zaki;inflasi_kota_indonesia;1;since 2020 what is the inflation rate of KOTA SORONG?;['1.17', '3.49', '3.26']
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation of KOTA SORONG in 2022?;['3.26']
ds0002;Zaki;inflasi_kota_indonesia;1;the inflation rate in 2021?;['3.49']
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation rate in 2020?;['1.17']
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation rate of MERAUKE?;['1.06', '1.68', '4.9']
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation of MERAUKE in 2022?;['4.9']
ds0002;Zaki;inflasi_kota_indonesia;1;the inflation rate in 2021?;['1.68']
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation rate in 2020?;['1.06']
ds0002;Zaki;inflasi_kota_indonesia;1;from 2020 what is the inflation number of TIMIKA?;['4.12', '2.09', '5.93']
ds0002;Zaki;inflasi_kota_indonesia;1;the inflation rate in 2021?;['2.09']
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation rate in 2020?;['4.12']
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation rate of KOTA JAYAPURA since 2020?;['0.75', '1.7', '5.81']
ds0002;Zaki;inflasi_kota_indonesia;1;the inflation rate in 2022?;['5.81']
ds0002;Zaki;inflasi_kota_indonesia;1;since 2020 what is the inflation rate of INDONESIA?;['1.68', '1.87', '5.51']
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation rate in 2022?;['5.51']
