id;annotator;tablename;position;question;answer;answer_coord;float_value;agg_function;table_loc
ds0001;Zaki;ipm_provinsi_indonesia;1;from 2010 what is the IPM of KEP. RIAU?;['71.13', '71.61', '72.36', '73.02', '73.4', '73.75', '73.99', '74.45', '74.84', '75.48', '75.59', '75.79', '76.46'];[(9, 13), (9, 12), (9, 11), (9, 10), (9, 9), (9, 8), (9, 7), (9, 6), (9, 5), (9, 4), (9, 3), (9, 2), (9, 1)];;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM in 2022?;['76.46'];[(9, 1)];76.46;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;the IPM in 2021?;['75.79'];[(9, 2)];75.79;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM of KEP. RIAU in 2019?;['75.48'];[(9, 4)];75.48;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;the IPM in 2018?;['74.84'];[(9, 5)];74.84;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;the lowest IPM in KEP. RIAU?;['71.13'];[(9, 13)];71.13;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;the lowest IPM in KEP. RIAU?;['71.13'];[(9, 13)];71.13;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM in 2013?;['73.02'];[(9, 10)];73.02;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;the lowest IPM in KEP. RIAU?;['71.13'];[(9, 13)];71.13;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM in 2011?;['71.61'];[(9, 12)];71.61;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;the IPM in 2010?;['71.13'];[(9, 13)];71.13;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM of DKI JAKARTA?;['76.31', '76.98', '77.53', '78.08', '78.39', '78.99', '79.6', '80.06', '80.47', '80.76', '80.77', '81.11', '81.65'];[(10, 13), (10, 12), (10, 11), (10, 10), (10, 9), (10, 8), (10, 7), (10, 6), (10, 5), (10, 4), (10, 3), (10, 2), (10, 1)];;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM in 2022?;['81.65'];[(10, 1)];81.65;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;the lowest IPM in DKI JAKARTA?;['76.31'];[(10, 13)];76.31;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;the IPM in 2019?;['80.76'];[(10, 4)];80.76;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM of DKI JAKARTA in 2017?;['80.06'];[(10, 6)];80.06;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM in 2016?;['79.6'];[(10, 7)];79.6;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;the lowest IPM in DKI JAKARTA?;['76.31'];[(10, 13)];76.31;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;the IPM in 2012?;['77.53'];[(10, 11)];77.53;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM in 2011?;['76.98'];[(10, 12)];76.98;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM in 2010?;['76.31'];[(10, 13)];76.31;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM of JAWA TENGAH?;['66.08', '66.64', '67.21', '68.02', '68.78', '69.49', '69.98', '70.52', '71.12', '71.73', '71.87', '72.16', '72.79'];[(12, 13), (12, 12), (8, 11), (12, 10), (12, 9), (12, 8), (2, 8), (12, 6), (12, 5), (2, 5), (12, 3), (6, 1), (12, 1)];;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM in 2022?;['72.79'];[(12, 1)];72.79;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM of JAWA TENGAH in 2018?;['71.12'];[(12, 5)];71.12;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM in 2017?;['70.52'];[(12, 6)];70.52;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;the lowest IPM in JAWA TENGAH?;['66.08'];[(12, 13)];66.08;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;the lowest IPM in JAWA TENGAH?;['66.08'];[(12, 13)];66.08;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;from 2010 what is the IPM of DI YOGYAKARTA?;['75.37', '75.93', '76.15', '76.44', '76.81', '77.59', '78.38', '78.89', '79.53', '79.99', '79.97', '80.22', '80.64'];[(13, 13), (13, 12), (13, 11), (13, 10), (13, 9), (13, 8), (13, 7), (13, 6), (13, 5), (13, 4), (13, 3), (13, 2), (13, 1)];;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM in 2018?;['79.53'];[(13, 5)];79.53;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;the IPM in 2017?;['78.89'];[(13, 6)];78.89;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM in 2015?;['77.59'];[(13, 8)];77.59;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;the IPM in 2013?;['76.44'];[(13, 10)];76.44;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM in 2012?;['76.15'];[(13, 11)];76.15;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;the IPM in 2010?;['75.37'];[(13, 13)];75.37;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;from 2010 what is the IPM of JAWA TIMUR?;['65.36', '66.06', '66.74', '67.55', '68.14', '68.95', '69.74', '70.27', '70.77', '71.5', '71.71', '72.14', '72.75'];[(14, 13), (14, 12), (14, 11), (14, 10), (14, 9), (14, 8), (14, 7), (14, 6), (14, 5), (14, 4), (14, 3), (4, 1), (14, 1)];;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;the highest IPM in JAWA TIMUR?;['72.75'];[(14, 1)];72.75;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM in 2021?;['72.14'];[(4, 1)];72.14;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;the lowest IPM in JAWA TIMUR?;['65.36'];[(14, 13)];65.36;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM of JAWA TIMUR in 2019?;['71.5'];[(14, 4)];71.5;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM in 2018?;['70.77'];[(14, 5)];70.77;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;the IPM in 2015?;['68.95'];[(14, 8)];68.95;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM of JAWA TIMUR in 2014?;['68.14'];[(14, 9)];68.14;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;the IPM in 2012?;['66.74'];[(14, 11)];66.74;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM of JAWA TIMUR in 2011?;['66.06'];[(14, 12)];66.06;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM of BANTEN since 2010?;['67.54', '68.22', '68.92', '69.47', '69.89', '70.27', '70.96', '71.42', '71.95', '72.44', '72.45', '72.72', '73.32'];[(15, 13), (15, 12), (15, 11), (15, 10), (15, 9), (14, 6), (15, 7), (15, 6), (15, 5), (3, 5), (11, 2), (15, 2), (15, 1)];;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM in 2022?;['73.32'];[(15, 1)];73.32;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM of BANTEN in 2020?;['72.45'];[(11, 2)];72.45;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM of BANTEN in 2019?;['72.44'];[(3, 5)];72.44;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM in 2016?;['70.96'];[(15, 7)];70.96;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM of BANTEN in 2015?;['70.27'];[(14, 6)];70.27;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM of BANTEN in 2014?;['69.89'];[(15, 9)];69.89;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM in 2012?;['68.92'];[(15, 11)];68.92;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;the lowest IPM in BANTEN?;['67.54'];[(15, 13)];67.54;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;from 2010 what is the IPM of NUSA TENGGARA BARAT?;['61.16', '62.14', '62.98', '63.76', '64.31', '65.19', '65.81', '66.58', '67.3', '68.14', '68.25', '68.65', '69.46'];[(17, 13), (17, 12), (17, 11), (17, 10), (17, 9), (17, 8), (17, 7), (17, 6), (17, 5), (14, 9), (7, 6), (3, 13), (17, 1)];;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;the highest IPM in NUSA TENGGARA BARAT?;['69.46'];[(17, 1)];69.46;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM in 2021?;['68.65'];[(3, 13)];68.65;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;the IPM in 2020?;['68.25'];[(7, 6)];68.25;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM in 2017?;['66.58'];[(17, 6)];66.58;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;the IPM in 2015?;['65.19'];[(17, 8)];65.19;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;the lowest IPM in NUSA TENGGARA BARAT?;['61.16'];[(17, 13)];61.16;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;the IPM in 2011?;['62.14'];[(17, 12)];62.14;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;from 2010 what is the IPM of KALIMANTAN BARAT?;['61.97', '62.35', '63.41', '64.3', '64.89', '65.59', '65.88', '66.26', '66.98', '67.65', '67.66', '67.9', '68.63'];[(19, 13), (19, 12), (19, 11), (19, 10), (19, 9), (19, 8), (19, 7), (19, 6), (19, 5), (7, 7), (19, 3), (19, 2), (19, 1)];;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM in 2021?;['67.9'];[(19, 2)];67.9;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;the IPM in 2020?;['67.66'];[(19, 3)];67.66;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;the IPM in 2019?;['67.65'];[(7, 7)];67.65;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM of KALIMANTAN BARAT in 2018?;['66.98'];[(19, 5)];66.98;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;the highest IPM in KALIMANTAN BARAT?;['68.63'];[(19, 1)];68.63;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM in 2014?;['64.89'];[(19, 9)];64.89;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM in 2013?;['64.3'];[(19, 10)];64.3;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM of KALIMANTAN TENGAH since 2010?;['65.96', '66.38', '66.66', '67.41', '67.77', '68.53', '69.13', '69.79', '70.42', '70.91', '71.05', '71.25', '71.63'];[(6, 12), (20, 12), (20, 11), (20, 10), (20, 9), (20, 8), (20, 7), (20, 6), (20, 5), (20, 4), (20, 3), (20, 2), (4, 2)];;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;the IPM in 2022?;['71.63'];[(4, 2)];71.63;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;the IPM in 2021?;['71.25'];[(20, 2)];71.25;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM in 2020?;['71.05'];[(20, 3)];71.05;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;the IPM in 2014?;['67.77'];[(20, 9)];67.77;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM of KALIMANTAN TIMUR?;['71.31', '72.02', '72.62', '73.21', '73.82', '74.17', '74.59', '75.12', '75.83', '76.61', '76.24', '76.88', '77.44'];[(22, 13), (22, 12), (22, 11), (22, 10), (22, 9), (22, 8), (22, 7), (22, 6), (22, 5), (22, 4), (22, 3), (22, 2), (22, 1)];;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM of KALIMANTAN TIMUR in 2021?;['76.88'];[(22, 2)];76.88;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;the lowest IPM in KALIMANTAN TIMUR?;['71.31'];[(22, 13)];71.31;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;the highest IPM in KALIMANTAN TIMUR?;['77.44'];[(22, 1)];77.44;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM of KALIMANTAN TIMUR in 2017?;['75.12'];[(22, 6)];75.12;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;the IPM in 2016?;['74.59'];[(22, 7)];74.59;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
